s,ID do jogador,Apelido,Agente,NLH,MTT,PLO6,Total,NLH,MTT,PLO6,Jogo_Fav,PROFIT/LOSS
23/02/2026,175064,oCalvoDoPoker,AF - ISAC,0,"5,2",0," R$  5,20 ","0,00%","100,00%","0,00%",MTT,-52
23/02/2026,187658,DomAttaide,AF - ISAC,0,"4,4","0,72"," R$  5,12 ","0,00%","85,94%","14,06%",MTT,14
23/02/2026,172820,Blefandovoce,AF - ISAC,0,"1,7","0,37"," R$  2,07 ","0,00%","82,13%","17,87%",MTT,-21
23/02/2026,162422,Lucas Arantes,AF - ISAC,0,"0,25",0," R$  0,25 ","0,00%","100,00%","0,00%",MTT,-3
23/02/2026,160870,robson22,AF - ISAC,"0,77",0,0," R$  0,77 ","100,00%","0,00%","0,00%",NLH,-10
23/02/2026,179075,Corink,AF - ISAC,"0,42","15,6",0," R$  16,02 ","2,62%","97,38%","0,00%",MTT,-162
23/02/2026,193803,blefamuito,AF - ISAC,0,2,0," R$  2,00 ","0,00%","100,00%","0,00%",MTT,-20
23/02/2026,153463,RyanGay,AF - ISAC,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,168720,MestiMiang?,AF - ISAC,0,1,"12,33"," R$  13,33 ","0,00%","7,50%","92,50%",PLO6,-100
23/02/2026,172079,JPSaless,AF - ISAC,0,0,"2,15"," R$  2,15 ","0,00%","0,00%","100,00%",PLO6,-40
23/02/2026,160219,andrerl,AF - ISAC,0,1,0," R$  1,00 ","0,00%","100,00%","0,00%",MTT,0
23/02/2026,111819,NEY?,AF - ISAC,0,0,"836,93"," R$  836,93 ","0,00%","0,00%","100,00%",PLO6,-5.200
23/02/2026,148644,TalesGimenez,AF - ISAC,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,153216,Toyota,AF - ISAC,0,"5,5",12," R$  17,50 ","0,00%","31,43%","68,57%",PLO6,-200
23/02/2026,183094,azogo10,AF - ISAC,"13,92",0,0," R$  13,92 ","100,00%","0,00%","0,00%",NLH,16
23/02/2026,171794,Streetpokerr,AF - ISAC,0,0,"140,7"," R$  140,70 ","0,00%","0,00%","100,00%",PLO6,801
23/02/2026,165543,isaqueramos@,AF - ISAC,"28,7",0,"27,11"," R$  55,81 ","51,42%","0,00%","48,58%",NLH,-280
23/02/2026,149031,G Bala ??,AF - ISAC,0,0,"2,42"," R$  2,42 ","0,00%","0,00%","100,00%",PLO6,-15
23/02/2026,174987,Vina29,AF - ISAC,0,"0,7",0," R$  0,70 ","0,00%","100,00%","0,00%",MTT,-7
23/02/2026,186304,pix186304,AF - ISAC,0,0,"2,44"," R$  2,44 ","0,00%","0,00%","100,00%",PLO6,-31
23/02/2026,170517,Maxwell Vinicius,AF - ISAC,"2,7","10,7","0,34"," R$  13,74 ","19,65%","77,87%","2,47%",MTT,-18
23/02/2026,113635,Xavante??,AF - ISAC,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,138224,Moabe Soares,AF - ISAC,0,0,"38,6"," R$  38,60 ","0,00%","0,00%","100,00%",PLO6,-146
23/02/2026,193623,Jgabriel,AF - ISAC,"6,03","3,7",0," R$  9,73 ","61,97%","38,03%","0,00%",NLH,-56
23/02/2026,193487,B10poker,AF - ISAC,0,5,0," R$  5,00 ","0,00%","100,00%","0,00%",MTT,-50
23/02/2026,136288,pix136288,AF - ISAC,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,137926,kinho11,AF - ISAC,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,138027,annaalice17,AF - ISAC,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,138237,Anna.Alice.17,AF - ISAC,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,138239,Anna Trovão 17,AF - ISAC,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,138808,kinho17,AF - ISAC,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,153492,Anna11,AF - ISAC,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,180453,pix180453,AF - ISAC,0,"9,7","16,94"," R$  26,64 ","0,00%","36,41%","63,59%",PLO6,-474
23/02/2026,172406,RyanPaleta,AF - ISAC,"0,56",0,0," R$  0,56 ","100,00%","0,00%","0,00%",NLH,-8
23/02/2026,102532,BabaYaga,AF - ISAC,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,135701,AVLIS,AF - ISAC,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,136024,EL GATURNO,AF - ISAC,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,156750,calango,AF - ISAC,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,168507,Jhonnata Do Riverr,AF - ISAC,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,169007,BrankinhoVidaLoka,AF - ISAC,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,179759,fredykrueger,AF - ISAC,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,180525,mari3455,AF - ISAC,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,190586,JuniorHawk,AF - ISAC,0,"0,1",0," R$  0,10 ","0,00%","100,00%","0,00%",MTT,-1
23/02/2026,123684,Batagin,AF - ISAC,0,"3,5",0," R$  3,50 ","0,00%","100,00%","0,00%",MTT,-15
23/02/2026,162043,Gabriel César,AF - ISAC,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,169656,@Rob,AF - ISAC,0,"0,2",0," R$  0,20 ","0,00%","100,00%","0,00%",MTT,-2
23/02/2026,131354,Redhouse,AF - MAURICIO,0,"17,4",0," R$  17,40 ","0,00%","100,00%","0,00%",MTT,-49
23/02/2026,193164,MOTOBOYy,AF - MAURICIO,"1,09","15,4",0," R$  16,49 ","6,61%","93,39%","0,00%",MTT,146
23/02/2026,119612,DoeuAi??,AF - MAURICIO,"15,65",0,"372,4"," R$  388,05 ","4,03%","0,00%","95,97%",PLO6,1.115
23/02/2026,173951,PSestourado,AF - MAURICIO,"1,76",0,"333,28"," R$  335,04 ","0,53%","0,00%","99,47%",PLO6,-1.258
23/02/2026,134699,@griga,AF - MAURICIO,"0,01",0,"273,13"," R$  273,14 ","0,00%","0,00%","100,00%",PLO6,-1.359
23/02/2026,155080,Harvey,AF - MAURICIO,"0,15",0,"186,72"," R$  186,87 ","0,08%","0,00%","99,92%",PLO6,-412
23/02/2026,137763,pix ad + le,AF - MAURICIO,"85,65","7,7","80,62"," R$  173,97 ","49,23%","4,43%","46,34%",NLH,-256
23/02/2026,101589,SEGURAAA__,AF - MAURICIO,"0,31","2,7","100,07"," R$  103,08 ","0,30%","2,62%","97,08%",PLO6,517
23/02/2026,118639,paulo Nunes,AF - MAURICIO,"3,06","15,65",0," R$  18,71 ","16,35%","83,65%","0,00%",MTT,-137
23/02/2026,126696,Pereiira,AF - MAURICIO,"7,15","1,5",0," R$  8,65 ","82,66%","17,34%","0,00%",NLH,63
23/02/2026,162335,GALA,AF - MAURICIO,"61,05",1,"1,17"," R$  63,22 ","96,57%","1,58%","1,85%",NLH,-169
23/02/2026,101767,c.nedeR,AF - MAURICIO,"80,36","2,5","2,41"," R$  85,27 ","94,24%","2,93%","2,83%",NLH,-79
23/02/2026,102762,mrspoker,AF - MAURICIO,"0,37","0,3","0,43"," R$  1,10 ","33,64%","27,27%","39,09%",PLO6,68
23/02/2026,109489,Damião,AF - MAURICIO,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,137659,JP duda,AF - MAURICIO,0,"3,95",0," R$  3,95 ","0,00%","100,00%","0,00%",MTT,-40
23/02/2026,152588,Eumesmonao,AF - MAURICIO,0,0,0, R$  -   ,,,,NLH,7
23/02/2026,108062,dodosc,AF - MAURICIO,"14,66",0,"58,85"," R$  73,51 ","19,94%","0,00%","80,06%",PLO6,-285
23/02/2026,180443,@mau.jr7,AF - MAURICIO,0,"82,7","62,08"," R$  144,78 ","0,00%","57,12%","42,88%",MTT,-732
23/02/2026,107225,….,AF - MAURICIO,"212,36",0,0," R$  212,36 ","100,00%","0,00%","0,00%",NLH,452
23/02/2026,127125,??oderos??,AF - MAURICIO,"384,93","84,66",0," R$  469,59 ","81,97%","18,03%","0,00%",NLH,2.356
23/02/2026,106444,TonySoprano,AF - MAURICIO,"79,67","1,5",0," R$  81,17 ","98,15%","1,85%","0,00%",NLH,9
23/02/2026,177765,ReidoBlef,AF - MAURICIO,"2,03",0,"23,8"," R$  25,83 ","7,86%","0,00%","92,14%",PLO6,-87
23/02/2026,152762,roger424344,AF - MAURICIO,0,"2,4",0," R$  2,40 ","0,00%","100,00%","0,00%",MTT,-24
23/02/2026,178673,Ricco Marcondes,AF - MAURICIO,0,"10,05",0," R$  10,05 ","0,00%","100,00%","0,00%",MTT,-101
23/02/2026,119793,Taícia,AF - MAURICIO,"4,38",5,"1,81"," R$  11,19 ","39,14%","44,68%","16,18%",MTT,0
23/02/2026,159788,Heitor99,AF - MAURICIO,"20,68",0,"22,14"," R$  42,82 ","48,30%","0,00%","51,70%",PLO6,-279
23/02/2026,189645,2026,AF - MAURICIO,"10,59","17,2",0," R$  27,79 ","38,11%","61,89%","0,00%",MTT,-198
23/02/2026,125821,bacia,AF - MAURICIO,"1,71","3,5","603,3"," R$  608,51 ","0,28%","0,58%","99,14%",PLO6,479
23/02/2026,137121,PANDA.,AF - MAURICIO,0,"3,5","35,17"," R$  38,67 ","0,00%","9,05%","90,95%",PLO6,-318
23/02/2026,112955,ppp.,AF - MAURICIO,0,0,0, R$  -   ,,,,NLH,-25
23/02/2026,114905,TheVera,AF - MAURICIO,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,138771,GoldNomad,AF - MAURICIO,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,159805,pix159805,AF - MAURICIO,0,0,"5,68"," R$  5,68 ","0,00%","0,00%","100,00%",PLO6,45
23/02/2026,171360,GAMA31,AF - MAURICIO,"8,03",0,0," R$  8,03 ","100,00%","0,00%","0,00%",NLH,-27
23/02/2026,185066,pix185066,AF - MAURICIO,"1,33","13,3","61,03"," R$  75,66 ","1,76%","17,58%","80,66%",PLO6,866
23/02/2026,102022,Me Chupa,AF - MAURICIO,"0,4",0,"0,88"," R$  1,28 ","31,25%","0,00%","68,75%",PLO6,10
23/02/2026,105531,Neyleo,AF - MAURICIO,0,"24,25",0," R$  24,25 ","0,00%","100,00%","0,00%",MTT,336
23/02/2026,173857,Thogai,AF - MAURICIO,"3,87","1,4",0," R$  5,27 ","73,43%","26,57%","0,00%",NLH,-29
23/02/2026,174848,Abaporojucaiba,AF - MAURICIO,0,0,"178,13"," R$  178,13 ","0,00%","0,00%","100,00%",PLO6,-628
23/02/2026,100564,CassiONE,AF - MAURICIO,"8,18",0,"5,45"," R$  13,63 ","60,01%","0,00%","39,99%",NLH,-70
23/02/2026,108585,coveirodoriver,AF - MAURICIO,"0,3",0,"17,74"," R$  18,04 ","1,66%","0,00%","98,34%",PLO6,-105
23/02/2026,116681,bigd1ck,AF - MAURICIO,0,0,"22,63"," R$  22,63 ","0,00%","0,00%","100,00%",PLO6,-58
23/02/2026,156199,dtrzin,AF - MAURICIO,"0,27",0,0," R$  0,27 ","100,00%","0,00%","0,00%",NLH,-4
23/02/2026,120599,CoronelCalazans7,AF - MAURICIO,"0,53",0,"29,05"," R$  29,58 ","1,79%","0,00%","98,21%",PLO6,-186
23/02/2026,108192,Oliveira01,AF - MAURICIO,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,132045,Mineirinho,AF - MAURICIO,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,132046,C4DEL0,AF - MAURICIO,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,132054,PEG4D0R,AF - MAURICIO,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,145547,pokerplayer,AF - MAURICIO,0,0,0, R$  -   ,,,,NLH,2
23/02/2026,170977,pix980071,AF - MAURICIO,"5,04",0,"7,4"," R$  12,44 ","40,51%","0,00%","59,49%",PLO6,23
23/02/2026,147319,MOSSORÓ084,AF - MAURICIO,0,0,"27,76"," R$  27,76 ","0,00%","0,00%","100,00%",PLO6,48
23/02/2026,147736,jairjgs,AF - MAURICIO,0,"22,1",0," R$  22,10 ","0,00%","100,00%","0,00%",MTT,30
23/02/2026,107972,Vingativa,AF - MAURICIO,"10,22","4,1",0," R$  14,32 ","71,37%","28,63%","0,00%",NLH,-72
23/02/2026,114516,Rei do Fold,AF - MAURICIO,"1,16",0,0," R$  1,16 ","100,00%","0,00%","0,00%",NLH,-9
23/02/2026,170156,Presidente GL,AF - MAURICIO,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,101203,Ruyter,AF - MAURICIO,0,0,"6,45"," R$  6,45 ","0,00%","0,00%","100,00%",PLO6,-100
23/02/2026,132894,DA LAMA AO LUXO ?,AF - MAURICIO,0,"3,5",0," R$  3,50 ","0,00%","100,00%","0,00%",MTT,-35
23/02/2026,181686,Inocram ?,AF - MAURICIO,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,146218,pix146218baton,AF - MAURICIO,"4,33",0,"29,51"," R$  33,84 ","12,80%","0,00%","87,20%",PLO6,369
23/02/2026,109162,ORIGINAL poker??,AF - MAURICIO,0,0,"7,58"," R$  7,58 ","0,00%","0,00%","100,00%",PLO6,-68
23/02/2026,115560,vei da lancha,AF - MAURICIO,"0,37",0,"0,96"," R$  1,33 ","27,82%","0,00%","72,18%",PLO6,-10
23/02/2026,163478,irmão de theozin,AF - MAURICIO,0,"0,1",0," R$  0,10 ","0,00%","100,00%","0,00%",MTT,-1
23/02/2026,188026,jeremias18cm,AF - MAURICIO,0,"0,2",0," R$  0,20 ","0,00%","100,00%","0,00%",MTT,-2
23/02/2026,132085,Só blef..,AF - MAURICIO,0,0,"23,44"," R$  23,44 ","0,00%","0,00%","100,00%",PLO6,78
23/02/2026,134826,ValaSeteJ7,AF - ELOY,"0,56","12,9","0,58"," R$  14,04 ","3,99%","91,88%","4,13%",MTT,-109
23/02/2026,145619,Fofura,AF - ELOY,0,0,"107,94"," R$  107,94 ","0,00%","0,00%","100,00%",PLO6,-388
23/02/2026,106837,ALANN,AF - ELOY,0,"4,6","6,74"," R$  11,34 ","0,00%","40,56%","59,44%",PLO6,-105
23/02/2026,135318,mangueboype,AF - ELOY,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,145637,Srº Mentira 81,AF - ELOY,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,120498,macabuco,AF - ELOY,0,116,"2029,66"," R$  2.145,66 ","0,00%","5,41%","94,59%",PLO6,10.700
23/02/2026,128081,pix128081,AF - ELOY,0,0,"683,62"," R$  683,62 ","0,00%","0,00%","100,00%",PLO6,1.623
23/02/2026,139145,bbbb,AF - ELOY,"39,89",0,0," R$  39,89 ","100,00%","0,00%","0,00%",NLH,-57
23/02/2026,139402,Alisei,AF - ELOY,0,"42,5","9,97"," R$  52,47 ","0,00%","81,00%","19,00%",MTT,1.142
23/02/2026,127500,SiuoL bluff,AF - ELOY,0,16,0," R$  16,00 ","0,00%","100,00%","0,00%",MTT,-185
23/02/2026,157791,Ale do Vasco!,AF - ELOY,"2,16","8,8",0," R$  10,96 ","19,71%","80,29%","0,00%",MTT,-42
23/02/2026,142062,CACH0LÃ0,AF - ELOY,0,82,"12,33"," R$  94,33 ","0,00%","86,93%","13,07%",MTT,-925
23/02/2026,142687,Saulinho,AF - ELOY,0,"19,3","2,16"," R$  21,46 ","0,00%","89,93%","10,07%",MTT,-213
23/02/2026,139508,FLOPINHONUTS,AF - ELOY,"1,78",3,"0,69"," R$  5,47 ","32,54%","54,84%","12,61%",MTT,-25
23/02/2026,135877,PedroBatera,AF - ELOY,0,4,"5,26"," R$  9,26 ","0,00%","43,20%","56,80%",PLO6,-60
23/02/2026,145890,pix145890,AF - ELOY,0,22,0," R$  22,00 ","0,00%","100,00%","0,00%",MTT,-220
23/02/2026,100598,BiltAAs,AF - ELOY,0,"14,4",0," R$  14,40 ","0,00%","100,00%","0,00%",MTT,130
23/02/2026,139399,lavineG,AF - ELOY,0,"16,6","136,65"," R$  153,25 ","0,00%","10,83%","89,17%",PLO6,-171
23/02/2026,126726,PKO,AF - ELOY,"0,48","7,5","23,41"," R$  31,39 ","1,53%","23,89%","74,58%",PLO6,-146
23/02/2026,108877,anix,AF - ELOY,0,3,0," R$  3,00 ","0,00%","100,00%","0,00%",MTT,-30
23/02/2026,130703,ze doido,AF - ELOY,0,5,0," R$  5,00 ","0,00%","100,00%","0,00%",MTT,-60
23/02/2026,132355,GolDGodoy,AF - ELOY,"0,35",0,"1,69"," R$  2,04 ","17,16%","0,00%","82,84%",PLO6,-20
23/02/2026,100593,Bina78,AF - ELOY,0,"11,95",0," R$  11,95 ","0,00%","100,00%","0,00%",MTT,-133
23/02/2026,144565,XPoker,AF - ELOY,0,40,"6,8"," R$  46,80 ","0,00%","85,47%","14,53%",MTT,-500
23/02/2026,134833,rdc1206,AF - AX POKER CLUB,"57,04","15,1",0," R$  72,14 ","79,07%","20,93%","0,00%",NLH,396
23/02/2026,146454,Rambo,AF - AX POKER CLUB,"4,67",48,"68,33"," R$  121,00 ","3,86%","39,67%","56,47%",PLO6,931
23/02/2026,153188,pix1727,AF - AX POKER CLUB,"0,31","22,1",0," R$  22,41 ","1,38%","98,62%","0,00%",MTT,-163
23/02/2026,155964,rodttneto,AF - AX POKER CLUB,0,0,"1,07"," R$  1,07 ","0,00%","0,00%","100,00%",PLO6,12
23/02/2026,165456,Aruu,AF - AX POKER CLUB,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,119304,MANDALA,AF - AX POKER CLUB,0,0,"179,07"," R$  179,07 ","0,00%","0,00%","100,00%",PLO6,-174
23/02/2026,193167,Santorin,AF - AX POKER CLUB,0,"17,6",0," R$  17,60 ","0,00%","100,00%","0,00%",MTT,-156
23/02/2026,174005,isvizin,AF - AX POKER CLUB,"0,74","11,1",0," R$  11,84 ","6,25%","93,75%","0,00%",MTT,-72
23/02/2026,145264,Romin,AF - AX POKER CLUB,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,148474,mateusbomfim,AF - AX POKER CLUB,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,137496,messi??,AF - AX POKER CLUB,0,"3,8",0," R$  3,80 ","0,00%","100,00%","0,00%",MTT,-38
23/02/2026,144139,Lumina.Noctis,AF - AX POKER CLUB,"0,21",0,"0,5"," R$  0,71 ","29,58%","0,00%","70,42%",PLO6,-6
23/02/2026,148315,Dibe,AF - AX POKER CLUB,0,10,0," R$  10,00 ","0,00%","100,00%","0,00%",MTT,-78
23/02/2026,194090,pix194090,AF - AX POKER CLUB,"8,42",0,"4,25"," R$  12,67 ","66,46%","0,00%","33,54%",NLH,-100
23/02/2026,178685,Cruz.21,AF - AX POKER CLUB,0,0,"5,77"," R$  5,77 ","0,00%","0,00%","100,00%",PLO6,-50
23/02/2026,134785,Andersonvercosa,AF - AX POKER CLUB,0,"6,5",0," R$  6,50 ","0,00%","100,00%","0,00%",MTT,317
23/02/2026,154496,g0rdão,AF - AX POKER CLUB,0,0,"3,78"," R$  3,78 ","0,00%","0,00%","100,00%",PLO6,-80
23/02/2026,135299,s_mpoker,AF - AX POKER CLUB,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,140825,jonhalex,AF - AX POKER CLUB,0,44,0," R$  44,00 ","0,00%","100,00%","0,00%",MTT,-440
23/02/2026,134840,Henrique Santos,AF - RAMON PESSOA,0,"15,1","10,85"," R$  25,95 ","0,00%","58,19%","41,81%",MTT,-131
23/02/2026,171988,Chama&Cuida,AF - RAMON PESSOA,"41,45","26,6","14,86"," R$  82,91 ","49,99%","32,08%","17,92%",NLH,71
23/02/2026,109480,Checknorriss,AF - RAMON PESSOA,0,3,"11,65"," R$  14,65 ","0,00%","20,48%","79,52%",PLO6,-172
23/02/2026,137243,pix137243,AF - RAMON PESSOA,0,0,"683,6"," R$  683,60 ","0,00%","0,00%","100,00%",PLO6,-3.403
23/02/2026,182566,Bruxo_Ax.,AF - RAMON PESSOA,0,0,"9,01"," R$  9,01 ","0,00%","0,00%","100,00%",PLO6,-126
23/02/2026,119553,Kaka,AF - RAMON PESSOA,"17,6","247,2",0," R$  264,80 ","6,65%","93,35%","0,00%",MTT,570
23/02/2026,172744,VPoker,AF - RAMON PESSOA,"18,34","87,6",0," R$  105,94 ","17,31%","82,69%","0,00%",MTT,30
23/02/2026,179679,Munhoz,AF - RAMON PESSOA,4,"3,4","20,37"," R$  27,77 ","14,40%","12,24%","73,35%",PLO6,-113
23/02/2026,107194,Shaw-Moc,AF - RAMON PESSOA,0,"0,3",0," R$  0,30 ","0,00%","100,00%","0,00%",MTT,-2
23/02/2026,145676,fabregas ??,AF - RAMON PESSOA,0,5,0," R$  5,00 ","0,00%","100,00%","0,00%",MTT,-50
23/02/2026,103040,Jr1307,AF - RAMON PESSOA,"12,29","53,1",0," R$  65,39 ","18,79%","81,21%","0,00%",MTT,-235
23/02/2026,193653,Salsicha,AF - RAMON PESSOA,0,"59,7",0," R$  59,70 ","0,00%","100,00%","0,00%",MTT,-393
23/02/2026,193480,N.V.T,AF - RAMON PESSOA,0,102,0," R$  102,00 ","0,00%","100,00%","0,00%",MTT,-299
23/02/2026,128838,joguinhodele,AF - RAMON PESSOA,0,2,"108,33"," R$  110,33 ","0,00%","1,81%","98,19%",PLO6,-533
23/02/2026,140814,Santiagorwas,AF - RAMON PESSOA,"23,41","43,5",0," R$  66,91 ","34,99%","65,01%","0,00%",MTT,-271
23/02/2026,100592,kamen ryder,AF - RAMON PESSOA,0,"5,6",0," R$  5,60 ","0,00%","100,00%","0,00%",MTT,71
23/02/2026,102616,Joker P.,AF - RAMON PESSOA,0,"0,5",0," R$  0,50 ","0,00%","100,00%","0,00%",MTT,-1
23/02/2026,182336,É SO PAGAR PRA VER,AF - RAMON PESSOA,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,143028,CR7plo5,AF - RAMON PESSOA,0,0,0, R$  -   ,,,,NLH,157
23/02/2026,186402,ElBruxo,AF - RAMON PESSOA,0,"61,15","144,02"," R$  205,17 ","0,00%","29,80%","70,20%",PLO6,2.744
23/02/2026,183983,kbção,AF - RAMON PESSOA,"19,79",0,"88,69"," R$  108,48 ","18,24%","0,00%","81,76%",PLO6,-335
23/02/2026,129831,POKERNAVEIASB,AF - RAMON PESSOA,0,0,"329,96"," R$  329,96 ","0,00%","0,00%","100,00%",PLO6,-646
23/02/2026,108548,NutzOrBlefBR,AF - RAMON PESSOA,"2,15","3,1",0," R$  5,25 ","40,95%","59,05%","0,00%",MTT,-67
23/02/2026,183669,Ekyamlopes,AF - RAMON PESSOA,"1,33",0,"155,81"," R$  157,14 ","0,85%","0,00%","99,15%",PLO6,21
23/02/2026,182636,bgpotes,AF - RAMON PESSOA,"0,71",0,0," R$  0,71 ","100,00%","0,00%","0,00%",NLH,-10
23/02/2026,184017,kinho,AF - RAMON PESSOA,"12,77","2,5","2,26"," R$  17,53 ","72,85%","14,26%","12,89%",NLH,-30
23/02/2026,135582,Mvasc,AF - RAMON PESSOA,0,0,"3787,65"," R$  3.787,65 ","0,00%","0,00%","100,00%",PLO6,7.407
23/02/2026,102031,910oesuited,AF - RAMON PESSOA,"6,83","6,7","39,32"," R$  52,85 ","12,92%","12,68%","74,40%",PLO6,-61
23/02/2026,129481,Seu Pai,AF - RAMON PESSOA,0,44,"10,9"," R$  54,90 ","0,00%","80,15%","19,85%",MTT,-309
23/02/2026,120971,Ramon Pessoa,AF - RAMON PESSOA,0,0,"1848,7"," R$  1.848,70 ","0,00%","0,00%","100,00%",PLO6,-2.139
23/02/2026,193794,SkaterMan420,AF - RAMON PESSOA,0,"41,4",0," R$  41,40 ","0,00%","100,00%","0,00%",MTT,-52
23/02/2026,194001,minzinha,AF - RAMON PESSOA,0,23,0," R$  23,00 ","0,00%","100,00%","0,00%",MTT,-208
23/02/2026,184935,Constantine,AF - RAMON PESSOA,0,0,"34,29"," R$  34,29 ","0,00%","0,00%","100,00%",PLO6,-239
23/02/2026,136598,Claudemir,AF - RAMON PESSOA,"6,01","61,35",0," R$  67,36 ","8,92%","91,08%","0,00%",MTT,165
23/02/2026,136101,walbuquerque,AF - RAMON PESSOA,0,0,"738,82"," R$  738,82 ","0,00%","0,00%","100,00%",PLO6,-425
23/02/2026,193998,laele!,AF - RAMON PESSOA,0,0,"1823,1"," R$  1.823,10 ","0,00%","0,00%","100,00%",PLO6,3.484
23/02/2026,149334,stil,AF - RAMON PESSOA,0,0,"6,45"," R$  6,45 ","0,00%","0,00%","100,00%",PLO6,-22
23/02/2026,101283,Seu Lunga,AF - RAMON PESSOA,0,"0,7",0," R$  0,70 ","0,00%","100,00%","0,00%",MTT,-7
23/02/2026,184751,@Lino87br,AF - RAMON PESSOA,0,"0,2",0," R$  0,20 ","0,00%","100,00%","0,00%",MTT,-2
23/02/2026,123411,Jack Bauer,AF - RAMON PESSOA,0,0,"367,95"," R$  367,95 ","0,00%","0,00%","100,00%",PLO6,-1.618
23/02/2026,153443,Paradise Danger,AF - RAMON PESSOA,0,"7,2","0,72"," R$  7,92 ","0,00%","90,91%","9,09%",MTT,-57
23/02/2026,193673,ROYNELSON,AF - RAMON PESSOA,0,38,0," R$  38,00 ","0,00%","100,00%","0,00%",MTT,-307
23/02/2026,114623,Letícia,AF - RAMON PESSOA,0,50,0," R$  50,00 ","0,00%","100,00%","0,00%",MTT,-500
23/02/2026,191553,KAMBIROTE,AF - RAMON PESSOA,"9,57",0,"100,91"," R$  110,48 ","8,66%","0,00%","91,34%",PLO6,-130
23/02/2026,145166,Robertinhoo,AF - RAMON PESSOA,"3,49","1,5",0," R$  4,99 ","69,94%","30,06%","0,00%",NLH,16
23/02/2026,137242,henriq111,AF - RAMON PESSOA,"1,44",1,0," R$  2,44 ","59,02%","40,98%","0,00%",NLH,21
23/02/2026,182639,AarTaylorJoe063Now,AF - RAMON PESSOA,"0,43",0,0," R$  0,43 ","100,00%","0,00%","0,00%",NLH,12
23/02/2026,193645,deubigode,AF - RAMON PESSOA,0,35,0," R$  35,00 ","0,00%","100,00%","0,00%",MTT,-301
23/02/2026,168863,Pietrovsb,AF - RAMON PESSOA,0,"11,9",0," R$  11,90 ","0,00%","100,00%","0,00%",MTT,-26
23/02/2026,184653,Will-WL,AF - RAMON PESSOA,"1,18",0,0," R$  1,18 ","100,00%","0,00%","0,00%",NLH,13
23/02/2026,175688,Sanguefriu,AF - RAMON PESSOA,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,140364,TONINHO AVIP,AF - RAMON PESSOA,"16,21",0,0," R$  16,21 ","100,00%","0,00%","0,00%",NLH,57
23/02/2026,132031,Zodiaco,AF - RAMON PESSOA,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,136283,carolinda,AF - RAMON PESSOA,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,183774,vlog,AF - RAMON PESSOA,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,142836,AllinEuPago,AF - RAMON PESSOA,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,142854,pix142854,AF - RAMON PESSOA,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,113284,Jalim Rabei,AF - RAMON PESSOA,0,26,0," R$  26,00 ","0,00%","100,00%","0,00%",MTT,-260
23/02/2026,127937,borabg,AF - RAMON PESSOA,0,26,0," R$  26,00 ","0,00%","100,00%","0,00%",MTT,-260
23/02/2026,130160,AsVezesTem,AF - RAMON PESSOA,0,20,0," R$  20,00 ","0,00%","100,00%","0,00%",MTT,-200
23/02/2026,159647,pix159647,AF - RAMON PESSOA,0,38,0," R$  38,00 ","0,00%","100,00%","0,00%",MTT,-380
23/02/2026,182974,pix182974,AF - RAMON PESSOA,0,0,0, R$  -   ,,,,NLH,0
